id,atlas_id,name,acronym,st_level,ontology_id,hemisphere_id,weight,parent_structure_id,depth,graph_id,graph_order,structure_id_path,color_hex_triplet,neuro_name_structure_id,neuro_name_structure_id_path,failed,sphinx_id,structure_name_facet,failed_facet,safe_name
20551,68,Left Central amygdalar nucleus lateral part,LCEAl,,1,3,8690,20536,7,1,546,/997/8/567/623/477/278/536/551/,80C0E2,,,f,547,1239602128,734881840,Central amygdalar nucleus lateral part
20552,917,Left Pontine reticular nucleus ventral part,LPRNv,,1,3,8690,20987,6,1,832,/997/8/343/1065/771/987/552/,FFBA86,,,f,833,3053786086,734881840,Pontine reticular nucleus ventral part
20553,493,Left dorsal spinocerebellar tract,Lsctd,,1,3,8690,21123,5,1,1093,/997/1009/960/752/1123/553/,CCCCCC,,,f,1094,3857282012,734881840,dorsal spinocerebellar tract
20554,776,Left Bed nuclei of the stria terminalis anterior division oval nucleus,LBSTov,,1,3,8690,20359,8,1,578,/997/8/567/623/803/809/351/359/554/,B3C0DF,,,f,579,3357819933,734881840,Bed nuclei of the stria terminalis anterior division oval nucleus
20555,210,Left Midbrain reticular nucleus parvicellular part,LMRNp,,1,3,8690,20128,6,1,761,/997/8/343/313/323/128/555/,FF90FF,,,f,762,1144299903,734881840,Midbrain reticular nucleus parvicellular part
20556,1059,Left Infralimbic area layer 2/3,LILA2/3,,1,3,8690,20044,7,1,231,/997/8/567/688/695/315/44/556/,59B363,,,f,232,2142889357,734881840,Infralimbic area layer 2/3
20557,352,Left Tuberomammillary nucleus,LTM,,1,3,8690,20331,7,1,708,/997/8/343/1129/1097/467/331/557/,FF4C3E,,,f,709,1759031183,734881840,Tuberomammillary nucleus
20558,635,Left Primary somatosensory area nose layer 1,LSSp-n1,,1,3,8690,20353,9,1,42,/997/8/567/688/695/315/453/322/353/558/,188064,,,f,43,3903637663,734881840,Primary somatosensory area nose layer 1
20559,69,Left Central amygdalar nucleus medial part,LCEAm,,1,3,8690,20536,7,1,547,/997/8/567/623/477/278/536/559/,80C0E2,,,f,548,2654652343,734881840,Central amygdalar nucleus medial part
20560,918,Left Cochlear nucleus subpedunclular granular region,LCNspg,,1,3,8690,20607,7,1,854,/997/8/343/1065/354/386/607/560/,FFA5D2,,,f,855,3306778024,734881840,Cochlear nucleus subpedunclular granular region
20561,1060,Left Visual areas layer 2/3,LVIS2/3,,1,3,8690,20669,7,1,142,/997/8/567/688/695/315/669/561/,08858C,,,f,143,3921304241,734881840,Visual areas layer 2/3
20562,777,Left Bed nuclei of the stria terminalis anterior division rhomboid nucleus,LBSTrh,,1,3,8690,20359,8,1,579,/997/8/567/623/803/809/351/359/562/,B3C0DF,,,f,580,1020963585,734881840,Bed nuclei of the stria terminalis anterior division rhomboid nucleus
20563,494,Left dorsal tegmental tract,Ldtt,,1,3,8690,20070,5,1,1198,/997/1009/991/824/70/563/,CCCCCC,,,f,1199,1985590940,734881840,dorsal tegmental tract
20564,211,Left Medial septal nucleus,LMS,,1,3,8690,20904,7,1,566,/997/8/567/623/803/826/904/564/,96A7D3,,,f,567,239662904,734881840,Medial septal nucleus
20565,636,Left posteromedial visual area layer 5,LVISpm5,,1,3,8690,20533,8,1,186,/997/8/567/688/695/315/669/533/565/,08858C,,,f,187,528381658,734881840,posteromedial visual area layer 5
20566,353,Left Postpiriform transition area,LTR,,1,3,8690,20698,6,1,410,/997/8/567/688/695/698/566/,A8ECD3,,,f,411,2552138473,734881840,Postpiriform transition area
20567,70,Left Cerebrum,LCH,,1,3,8690,20008,2,1,2,/997/8/567/,B0F0FF,,,f,3,2878815794,734881840,Cerebrum
20568,919,Left Accessory abducens nucleus,LACVI,,1,3,8690,20370,6,1,879,/997/8/343/1065/354/370/568/,FFB3D9,,,f,880,1529583787,734881840,Accessory abducens nucleus
20569,778,Left Bed nuclei of the stria terminalis posterior division dorsal nucleus,LBSTd,,1,3,8690,20367,8,1,582,/997/8/567/623/803/809/351/367/569/,B3C0DF,,,f,583,1274650938,734881840,Bed nuclei of the stria terminalis posterior division dorsal nucleus
20570,495,Left dorsolateral fascicle,Ldl,,1,3,8690,20932,5,1,1063,/997/1009/967/792/932/570/,CCCCCC,,,f,1064,4232767129,734881840,dorsolateral fascicle
20571,212,Left Midline group of the dorsal thalamus,LMTN,,1,3,8690,20856,6,1,634,/997/8/343/1129/549/856/571/,FF909F,,,f,635,94203556,734881840,Midline group of the dorsal thalamus
20572,1061,Left Anterior cingulate area layer 1,LACA1,,1,3,8690,20031,7,1,204,/997/8/567/688/695/315/31/572/,40A666,,,f,205,1447442455,734881840,Anterior cingulate area layer 1
20573,637,Left Lateral visual area layer 4,LVISl4,,1,3,8690,20409,8,1,164,/997/8/567/688/695/315/669/409/573/,08858C,,,f,165,1575254223,734881840,Lateral visual area layer 4
20574,354,Left Tegmental reticular nucleus,LTRN,,1,3,8690,20987,6,1,836,/997/8/343/1065/771/987/574/,FFBA86,,,f,837,2119502237,734881840,Tegmental reticular nucleus
20575,71,Left Central lateral nucleus of the thalamus,LCL,,1,3,8690,20051,7,1,642,/997/8/343/1129/549/856/51/575/,FF909F,,,f,643,1181786423,734881840,Central lateral nucleus of the thalamus
20576,920,Left Accessory facial motor nucleus,LACVII,,1,3,8690,20370,6,1,881,/997/8/343/1065/354/370/576/,FFB3D9,,,f,882,3949410146,734881840,Accessory facial motor nucleus
20577,1062,Left Primary somatosensory area upper limb layer 4,LSSp-ul4,,1,3,8690,20369,9,1,72,/997/8/567/688/695/315/453/322/369/577/,188064,,,f,73,4219333960,734881840,Primary somatosensory area upper limb layer 4
20578,779,Left Bed nuclei of the stria terminalis posterior division principal nucleus,LBSTpr,,1,3,8690,20367,8,1,583,/997/8/567/623/803/809/351/367/578/,B3C0DF,,,f,584,366620301,734881840,Bed nuclei of the stria terminalis posterior division principal nucleus
20579,496,Left external capsule,Lec,,1,3,8690,20956,5,1,1104,/997/1009/983/776/956/579/,CCCCCC,,,f,1105,1857747964,734881840,external capsule
20580,213,Left Nucleus of the brachium of the inferior colliculus,LNB,,1,3,8690,20339,5,1,750,/997/8/343/313/339/580/,FF7AFF,,,f,751,3573918372,734881840,Nucleus of the brachium of the inferior colliculus
20581,355,Left Triangular nucleus of septum,LTRS,,1,3,8690,20826,6,1,568,/997/8/567/623/803/826/581/,96A7D3,,,f,569,609929054,734881840,Triangular nucleus of septum
20582,638,Left Orbital area medial part layer 2/3,LORBm2/3,,1,3,8690,20731,8,1,250,/997/8/567/688/695/315/714/731/582/,248A5E,,,f,251,2925130542,734881840,Orbital area medial part layer 2/3
20583,72,Left Claustrum,LCLA,,1,3,8690,20703,5,1,507,/997/8/567/688/703/583/,8ADA87,,,f,508,2624439303,734881840,Claustrum
20584,921,Left Cortical amygdalar area posterior part lateral zone layers 1-2,LCOApl1-2,,1,3,8690,20655,9,1,394,/997/8/567/688/695/698/631/647/655/584/,61E7B7,,,f,395,2501743775,734881840,Cortical amygdalar area posterior part lateral zone layers 1-2
20585,780,Left Bed nuclei of the stria terminalis posterior division interfascicular nucleus,LBSTif,,1,3,8690,20367,8,1,584,/997/8/567/623/803/809/351/367/585/,B3C0DF,,,f,585,2460616957,734881840,Bed nuclei of the stria terminalis posterior division interfascicular nucleus
20586,497,Left fasciculus proprius,Lfpr,,1,3,8690,20932,5,1,1066,/997/1009/967/792/932/586/,CCCCCC,,,f,1067,2538399429,734881840,fasciculus proprius
20587,214,Left Nucleus of Darkschewitsch,LND,,1,3,8690,20795,6,1,773,/997/8/343/313/323/795/587/,FF90FF,,,f,774,4174754247,734881840,Nucleus of Darkschewitsch
20588,1063,Left Anterior cingulate area ventral part layer 1,LACAv1,,1,3,8690,20048,8,1,216,/997/8/567/688/695/315/31/48/588/,40A666,,,f,217,4171389733,734881840,Anterior cingulate area ventral part layer 1
20589,356,Left Taenia tecta,LTT,,1,3,8690,20698,6,1,359,/997/8/567/688/695/698/589/,62D09F,,,f,360,2827574122,734881840,Taenia tecta
20590,639,Left Retrosplenial area ventral part layer 6a,LRSPv6a,,1,3,8690,20886,8,1,298,/997/8/567/688/695/315/254/886/590/,1AA698,,,f,299,884041004,734881840,Retrosplenial area ventral part layer 6a
20591,73,Left Central linear nucleus raphe,LCLI,,1,3,8690,20165,6,1,799,/997/8/343/313/348/165/591/,FFA6FF,,,f,800,3351344971,734881840,Central linear nucleus raphe
20592,922,Left Cortical amygdalar area posterior part medial zone layers 1-2,LCOApm1-2,,1,3,8690,20663,9,1,400,/997/8/567/688/695/698/631/647/663/592/,61E7B7,,,f,401,21515473,734881840,Cortical amygdalar area posterior part medial zone layers 1-2
20593,1064,Left Primary visual area layer 1,LVISp1,,1,3,8690,20385,8,1,169,/997/8/567/688/695/315/669/385/593/,08858C,,,f,170,1371845489,734881840,Primary visual area layer 1
20594,781,Left Bed nuclei of the stria terminalis posterior division transverse nucleus,LBSTtr,,1,3,8690,20367,8,1,585,/997/8/567/623/803/809/351/367/594/,B3C0DF,,,f,586,3708185785,734881840,Bed nuclei of the stria terminalis posterior division transverse nucleus
20595,498,Left fasciculus retroflexus,Lfr,,1,3,8690,21083,5,1,1193,/997/1009/991/824/1083/595/,CCCCCC,,,f,1194,3233680072,734881840,fasciculus retroflexus
20596,215,Left Diagonal band nucleus,LNDB,,1,3,8690,20904,7,1,567,/997/8/567/623/803/826/904/596/,96A7D3,,,f,568,278981173,734881840,Diagonal band nucleus
20597,357,Left Taenia tecta dorsal part,LTTd,,1,3,8690,20589,7,1,360,/997/8/567/688/695/698/589/597/,62D09F,,,f,361,2019823208,734881840,Taenia tecta dorsal part
20598,640,Left Ventral auditory area layer 6b,LAUDv6b,,1,3,8690,21018,8,1,139,/997/8/567/688/695/315/247/1018/598/,19399,,,f,140,142352995,734881840,Ventral auditory area layer 6b
20599,74,Left Central medial nucleus of the thalamus,LCM,,1,3,8690,20051,7,1,640,/997/8/343/1129/549/856/51/599/,FF909F,,,f,641,769425900,734881840,Central medial nucleus of the thalamus
20600,923,Left Dorsal auditory area layer 2/3,LAUDd2/3,,1,3,8690,21011,8,1,114,/997/8/567/688/695/315/247/1011/600/,19399,,,f,115,2148227545,734881840,Dorsal auditory area layer 2/3
20601,1065,Left Anterolateral visual area layer 6a,LVISal6a,,1,3,8690,20402,8,1,152,/997/8/567/688/695/315/669/402/601/,08858C,,,f,153,3828838274,734881840,Anterolateral visual area layer 6a
20602,782,Left Bed nuclei of the stria terminalis posterior division strial extension,LBSTse,,1,3,8690,20367,8,1,586,/997/8/567/623/803/809/351/367/602/,B3C0DF,,,f,587,1576149119,734881840,Bed nuclei of the stria terminalis posterior division strial extension
20603,499,Left fimbria,Lfi,,1,3,8690,21099,5,1,1155,/997/1009/991/768/1099/603/,CCCCCC,,,f,1156,1937983833,734881840,fimbria
20604,216,Left Nucleus incertus,LNI,,1,3,8690,21117,6,1,844,/997/8/343/1065/771/1117/604/,FFC395,,,f,845,3514282922,734881840,Nucleus incertus
20605,358,Left Taenia tecta ventral part,LTTv,,1,3,8690,20589,7,1,366,/997/8/567/688/695/698/589/605/,62D09F,,,f,367,4008781829,734881840,Taenia tecta ventral part
20606,641,Left Retrosplenial area ventral part layer 2,LRSPv2,,1,3,8690,20886,8,1,295,/997/8/567/688/695/315/254/886/606/,1AA698,,,f,296,3619382327,734881840,Retrosplenial area ventral part layer 2
20607,75,Left Cochlear nuclei,LCN,,1,3,8690,20386,6,1,852,/997/8/343/1065/354/386/607/,FFA5D2,,,f,853,199055653,734881840,Cochlear nuclei
20608,924,Left Orbital area ventrolateral part layer 6a,LORBvl6a,,1,3,8690,20746,8,1,258,/997/8/567/688/695/315/714/746/608/,248A5E,,,f,259,3003346139,734881840,Orbital area ventrolateral part layer 6a
20609,783,Left Subparafascicular area,LSPA,,1,3,8690,20864,6,1,603,/997/8/343/1129/549/864/609/,FF8084,,,f,604,3168649413,734881840,Subparafascicular area
20610,1066,Left Retrosplenial area dorsal part layer 5,LRSPd5,,1,3,8690,20879,8,1,290,/997/8/567/688/695/315/254/879/610/,1AA698,,,f,291,3262274752,734881840,Retrosplenial area dorsal part layer 5
20611,500,Left habenular commissure,Lhbc,,1,3,8690,21083,5,1,1194,/997/1009/991/824/1083/611/,CCCCCC,,,f,1195,4058360785,734881840,habenular commissure
20612,217,Left Nucleus of the lateral lemniscus,LNLL,,1,3,8690,21132,6,1,804,/997/8/343/1065/771/1132/612/,FFAE6F,,,f,805,3619563008,734881840,Nucleus of the lateral lemniscus
20613,642,Left Lateral visual area layer 5,LVISl5,,1,3,8690,20409,8,1,165,/997/8/567/688/695/315/669/409/613/,08858C,,,f,166,719538265,734881840,Lateral visual area layer 5
20614,359,Left Tuberal nucleus,LTU,,1,3,8690,20290,6,1,735,/997/8/343/1129/1097/290/614/,F2483B,,,f,736,1119024411,734881840,Tuberal nucleus
20615,925,Left Substantia nigra lateral part,LSNl,,1,3,8690,20323,5,1,791,/997/8/343/313/323/615/,FF90FF,,,f,792,3021759709,734881840,Substantia nigra lateral part
20616,76,Left Cuneiform nucleus,LCUN,,1,3,8690,20323,5,1,781,/997/8/343/313/323/616/,FF90FF,,,f,782,346062242,734881840,Cuneiform nucleus
20617,784,Left Mediodorsal nucleus of the thalamus central part,LMDc,,1,3,8690,20362,8,1,629,/997/8/343/1129/549/856/444/362/617/,FF909F,,,f,630,1540012109,734881840,Mediodorsal nucleus of the thalamus central part
20618,501,Left hippocampal commissures,Lhc,,1,3,8690,21099,5,1,1161,/997/1009/991/768/1099/618/,CCCCCC,,,f,1162,4236453345,734881840,hippocampal commissures
20619,218,Left Nucleus of the lateral olfactory tract,LNLOT,,1,3,8690,20698,6,1,382,/997/8/567/688/695/698/619/,95E4C8,,,f,383,1925788982,734881840,Nucleus of the lateral olfactory tract
20620,1067,Left Orbital area medial part layer 5,LORBm5,,1,3,8690,20731,8,1,251,/997/8/567/688/695/315/714/731/620/,248A5E,,,f,252,1790560827,734881840,Orbital area medial part layer 5
20621,360,Left Motor nucleus of trigeminal,LV,,1,3,8690,20987,6,1,837,/997/8/343/1065/771/987/621/,FFBA86,,,f,838,298495636,734881840,Motor nucleus of trigeminal
20622,643,Left Retrosplenial area ventral part layer 6b,LRSPv6b,,1,3,8690,20886,8,1,299,/997/8/567/688/695/315/254/886/622/,1AA698,,,f,300,2914530454,734881840,Retrosplenial area ventral part layer 6b
20623,77,Left Cerebral nuclei,LCNU,,1,3,8690,20567,3,1,520,/997/8/567/623/,98D6F9,,,f,521,3504435073,734881840,Cerebral nuclei
20624,926,Left Interpeduncular fossa,LIPF,,1,3,8690,21024,2,1,1232,/997/1024/624/,AAAAAA,,,f,1233,1476705011,734881840,Interpeduncular fossa
20625,1068,Left Primary somatosensory area upper limb layer 5,LSSp-ul5,,1,3,8690,20369,9,1,73,/997/8/567/688/695/315/453/322/369/625/,188064,,,f,74,2356862430,734881840,Primary somatosensory area upper limb layer 5
20626,785,Left Mediodorsal nucleus of the thalamus lateral part,LMDl,,1,3,8690,20362,8,1,630,/997/8/343/1129/549/856/444/362/626/,FF909F,,,f,631,313529261,734881840,Mediodorsal nucleus of the thalamus lateral part
20627,502,Left hypothalamohypophysial tract,Lhht,,1,3,8690,20285,5,1,1082,/997/1009/967/871/285/627/,CCCCCC,,,f,1083,2160377595,734881840,hypothalamohypophysial tract
20628,219,Left Nucleus of the optic tract,LNOT,,1,3,8690,21100,6,1,777,/997/8/343/313/323/1100/628/,FF90FF,,,f,778,4240602259,734881840,Nucleus of the optic tract
20629,361,Left Ventral anterior-lateral complex of the thalamus,LVAL,,1,3,8690,20637,7,1,593,/997/8/343/1129/549/864/637/629/,FF8084,,,f,594,387269350,734881840,Ventral anterior-lateral complex of the thalamus
20630,644,Left Orbital area lateral part layer 5,LORBl5,,1,3,8690,20723,8,1,244,/997/8/567/688/695/315/714/723/630/,248A5E,,,f,245,293178623,734881840,Orbital area lateral part layer 5
20631,78,Left Cortical amygdalar area,LCOA,,1,3,8690,20698,6,1,387,/997/8/567/688/695/698/631/,61E7B7,,,f,388,1492043464,734881840,Cortical amygdalar area
20632,927,Left Dentate gyrus granule cell layer,LDG-sg,,1,3,8690,20726,8,1,437,/997/8/567/688/695/1089/1080/726/632/,66A83D,,,f,438,2252434327,734881840,Dentate gyrus granule cell layer
20633,503,Left inferior colliculus commissure,Lcic,,1,3,8690,20948,5,1,1053,/997/1009/967/933/948/633/,CCCCCC,,,f,1054,1506772234,734881840,inferior colliculus commissure
20634,220,Left Nucleus of the posterior commissure,LNPC,,1,3,8690,21100,6,1,778,/997/8/343/313/323/1100/634/,FF90FF,,,f,779,848474446,734881840,Nucleus of the posterior commissure
20635,1069,Left Posterior parietal association areas layer 4,LPTLp4,,1,3,8690,20022,7,1,303,/997/8/567/688/695/315/22/635/,009FAC,,,f,304,860823010,734881840,Posterior parietal association areas layer 4
20636,786,Left Mediodorsal nucleus of the thalamus medial part,LMDm,,1,3,8690,20362,8,1,631,/997/8/343/1129/549/856/444/362/636/,FF909F,,,f,632,307537672,734881840,Mediodorsal nucleus of the thalamus medial part
20637,362,Left Ventral group of the dorsal thalamus,LVENT,,1,3,8690,20864,6,1,592,/997/8/343/1129/549/864/637/,FF8084,,,f,593,3720800461,734881840,Ventral group of the dorsal thalamus
20638,645,Left Gustatory areas layer 6a,LGU6a,,1,3,8690,21057,7,1,102,/997/8/567/688/695/315/1057/638/,009C75,,,f,103,3653947637,734881840,Gustatory areas layer 6a
20639,79,Left Cortical amygdalar area anterior part,LCOAa,,1,3,8690,20631,7,1,388,/997/8/567/688/695/698/631/639/,61E7B7,,,f,389,3687551647,734881840,Cortical amygdalar area anterior part
20640,928,Left Efferent vestibular nucleus,LEV,,1,3,8690,20370,6,1,882,/997/8/343/1065/354/370/640/,FFB3D9,,,f,883,358747077,734881840,Efferent vestibular nucleus
20641,504,Left intermediate acoustic stria,Lias,,1,3,8690,20948,5,1,1050,/997/1009/967/933/948/641/,CCCCCC,,,f,1051,2460821868,734881840,intermediate acoustic stria
20642,221,Left Nucleus of the trapezoid body,LNTB,,1,3,8690,20386,6,1,861,/997/8/343/1065/354/386/642/,FFA5D2,,,f,862,3384679656,734881840,Nucleus of the trapezoid body
20643,1070,Left Posterior auditory area layer 2/3,LAUDpo2/3,,1,3,8690,21027,8,1,128,/997/8/567/688/695/315/247/1027/643/,19399,,,f,129,3738950829,734881840,Posterior auditory area layer 2/3
20644,787,Left Somatomotor areas Layer 6a,LMO6a,,1,3,8690,20500,7,1,13,/997/8/567/688/695/315/500/644/,1F9D5A,,,f,14,1003126892,734881840,Somatomotor areas Layer 6a
20645,363,Left Vermal regions,LVERM,,1,3,8690,20528,4,1,929,/997/8/512/528/645/,FFFC91,,,f,930,210800080,734881840,Vermal regions
20646,646,Left Dorsal peduncular area layer 5,LDP5,,1,3,8690,20814,7,1,375,/997/8/567/688/695/698/814/646/,A4DAA4,,,f,376,2109683791,734881840,Dorsal peduncular area layer 5
20647,80,Left Cortical amygdalar area posterior part,LCOAp,,1,3,8690,20631,7,1,392,/997/8/567/688/695/698/631/647/,61E7B7,,,f,393,713144098,734881840,Cortical amygdalar area posterior part
20648,929,Left Primary motor area Layer 5,LMOp5,,1,3,8690,20985,8,1,18,/997/8/567/688/695/315/500/985/648/,1F9D5A,,,f,19,628930507,734881840,Primary motor area Layer 5
20649,1071,Left Anterolateral visual area layer 6b,LVISal6b,,1,3,8690,20402,8,1,153,/997/8/567/688/695/315/669/402/649/,08858C,,,f,154,2101231160,734881840,Anterolateral visual area layer 6b
20650,505,Left juxtarestiform body,Ljrb,,1,3,8690,21123,5,1,1095,/997/1009/960/752/1123/650/,CCCCCC,,,f,1096,1765241487,734881840,juxtarestiform body
20651,222,Left Nucleus of the solitary tract,LNTS,,1,3,8690,20386,6,1,862,/997/8/343/1065/354/386/651/,FFA5D2,,,f,863,1090041084,734881840,Nucleus of the solitary tract
20652,788,Left Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part lateral zone,LPVHpml,,1,3,8690,20103,9,1,665,/997/8/343/1129/1097/157/38/71/103/652/,FF5D50,,,f,666,2251532786,734881840,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part lateral zone
20653,364,Left Abducens nucleus,LVI,,1,3,8690,20370,6,1,878,/997/8/343/1065/354/370/653/,FFB3D9,,,f,879,3487199484,734881840,Abducens nucleus
20654,647,Left Primary somatosensory area nose layer 4,LSSp-n4,,1,3,8690,20353,9,1,44,/997/8/567/688/695/315/453/322/353/654/,188064,,,f,45,2563128336,734881840,Primary somatosensory area nose layer 4
20655,81,Left Cortical amygdalar area posterior part lateral zone,LCOApl,,1,3,8690,20647,8,1,393,/997/8/567/688/695/698/631/647/655/,61E7B7,,,f,394,687250718,734881840,Cortical amygdalar area posterior part lateral zone
20656,930,Left Secondary motor area layer 1,LMOs1,,1,3,8690,20993,8,1,22,/997/8/567/688/695/315/500/993/656/,1F9D5A,,,f,23,4032915713,734881840,Secondary motor area layer 1
20657,1072,Left Primary somatosensory area mouth layer 2/3,LSSp-m2/3,,1,3,8690,20345,9,1,64,/997/8/567/688/695/315/453/322/345/657/,188064,,,f,65,3683406469,734881840,Primary somatosensory area mouth layer 2/3
20658,506,Left lateral lemniscus,Lll,,1,3,8690,20948,5,1,1052,/997/1009/967/933/948/658/,CCCCCC,,,f,1053,2249670554,734881840,lateral lemniscus
20659,223,Left Nucleus of the solitary tract central part,LNTSce,,1,3,8690,20651,7,1,863,/997/8/343/1065/354/386/651/659/,FFA5D2,,,f,864,4015698646,734881840,Nucleus of the solitary tract central part
20660,789,Left Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part medial zone,LPVHpmm,,1,3,8690,20103,9,1,666,/997/8/343/1129/1097/157/38/71/103/660/,FF5D50,,,f,667,2602842182,734881840,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part medial zone
20661,365,Left Facial motor nucleus,LVII,,1,3,8690,20370,6,1,880,/997/8/343/1065/354/370/661/,FFB3D9,,,f,881,3767076544,734881840,Facial motor nucleus
20662,648,Left Gustatory areas layer 6b,LGU6b,,1,3,8690,21057,7,1,103,/997/8/567/688/695/315/1057/662/,009C75,,,f,104,1086554447,734881840,Gustatory areas layer 6b
20663,82,Left Cortical amygdalar area posterior part medial zone,LCOApm,,1,3,8690,20647,8,1,399,/997/8/567/688/695/698/631/647/663/,61E7B7,,,f,400,2407177902,734881840,Cortical amygdalar area posterior part medial zone
20664,931,Left Entorhinal area medial part dorsal zone layer 3,LENTm3,,1,3,8690,20926,9,1,473,/997/8/567/688/695/1089/822/909/926/664/,32B825,,,f,474,1637749653,734881840,Entorhinal area medial part dorsal zone layer 3
20665,507,Left lateral olfactory tract body,Llot,,1,3,8690,20021,5,1,1020,/997/1009/967/840/21/665/,CCCCCC,,,f,1021,2791586724,734881840,lateral olfactory tract body
20666,224,Left Nucleus of the solitary tract commissural part,LNTSco,,1,3,8690,20651,7,1,864,/997/8/343/1065/354/386/651/666/,FFA5D2,,,f,865,133031180,734881840,Nucleus of the solitary tract commissural part
20667,1073,Left Frontal pole layer 2/3,LFRP2/3,,1,3,8690,20184,7,1,8,/997/8/567/688/695/315/184/667/,268F45,,,f,9,4268100038,734881840,Frontal pole layer 2/3
20668,790,Left Dorsomedial nucleus of the hypothalamus anterior part,LDMHa,,1,3,8690,20830,7,1,680,/997/8/343/1129/1097/141/830/668/,FF5547,,,f,681,2890416846,734881840,Dorsomedial nucleus of the hypothalamus anterior part
20669,366,Left Visual areas,LVIS,,1,3,8690,20315,6,1,140,/997/8/567/688/695/315/669/,08858C,,,f,141,3978948604,734881840,Visual areas
20670,649,Left Primary somatosensory area trunk layer 2/3,LSSp-tr2/3,,1,3,8690,20361,9,1,78,/997/8/567/688/695/315/453/322/361/670/,188064,,,f,79,1192883470,734881840,Primary somatosensory area trunk layer 2/3
20671,932,Left Retrosplenial area lateral agranular part layer 1,LRSPagl1,,1,3,8690,20894,8,1,281,/997/8/567/688/695/315/254/894/671/,1AA698,,,f,282,149448588,734881840,Retrosplenial area lateral agranular part layer 1
20672,83,Left Caudoputamen,LCP,,1,3,8690,20485,6,1,523,/997/8/567/623/477/485/672/,98D6F9,,,f,524,2140591882,734881840,Caudoputamen
20673,508,Left mammillary peduncle,Lmp,,1,3,8690,20046,5,1,1188,/997/1009/991/824/46/673/,CCCCCC,,,f,1189,4130265730,734881840,mammillary peduncle
20674,225,Left Nucleus of the solitary tract gelatinous part,LNTSge,,1,3,8690,20651,7,1,865,/997/8/343/1065/354/386/651/674/,FFA5D2,,,f,866,2723763350,734881840,Nucleus of the solitary tract gelatinous part
20675,1074,Left Agranular insular area ventral part layer 6a,LAIv6a,,1,3,8690,20119,8,1,277,/997/8/567/688/695/315/95/119/675/,219866,,,f,278,1561328289,734881840,Agranular insular area ventral part layer 6a
20676,791,Left Dorsomedial nucleus of the hypothalamus posterior part,LDMHp,,1,3,8690,20830,7,1,681,/997/8/343/1129/1097/141/830/676/,FF5547,,,f,682,916084112,734881840,Dorsomedial nucleus of the hypothalamus posterior part
20677,367,Left Visceral area,LVISC,,1,3,8690,20315,6,1,104,/997/8/567/688/695/315/677/,11AD83,,,f,105,3549914160,734881840,Visceral area
20678,650,Left Dorsal auditory area layer 4,LAUDd4,,1,3,8690,21011,8,1,115,/997/8/567/688/695/315/247/1011/678/,19399,,,f,116,3650389730,734881840,Dorsal auditory area layer 4
20679,84,Left Superior central nucleus raphe,LCS,,1,3,8690,21117,6,1,839,/997/8/343/1065/771/1117/679/,FFC395,,,f,840,734395698,734881840,Superior central nucleus raphe
20680,933,Left Orbital area ventrolateral part layer 6b,LORBvl6b,,1,3,8690,20746,8,1,259,/997/8/567/688/695/315/714/746/680/,248A5E,,,f,260,705314145,734881840,Orbital area ventrolateral part layer 6b
20681,509,Left mammillotegmental tract,Lmtg,,1,3,8690,20046,5,1,1187,/997/1009/991/824/46/681/,CCCCCC,,,f,1188,1041591581,734881840,mammillotegmental tract
20682,226,Left Nucleus of the solitary tract lateral part,LNTSl,,1,3,8690,20651,7,1,866,/997/8/343/1065/354/386/651/682/,FFA5D2,,,f,867,2787121462,734881840,Nucleus of the solitary tract lateral part
20683,1075,Left Posterior parietal association areas layer 5,LPTLp5,,1,3,8690,20022,7,1,304,/997/8/567/688/695/315/22/683/,009FAC,,,f,305,1145580916,734881840,Posterior parietal association areas layer 5
20684,792,Left Dorsomedial nucleus of the hypothalamus ventral part,LDMHv,,1,3,8690,20830,7,1,682,/997/8/343/1129/1097/141/830/684/,FF5547,,,f,683,2190129277,734881840,Dorsomedial nucleus of the hypothalamus ventral part
20685,368,Left Ventral medial nucleus of the thalamus,LVM,,1,3,8690,20637,7,1,594,/997/8/343/1129/549/864/637/685/,FF8084,,,f,595,1314288168,734881840,Ventral medial nucleus of the thalamus
20686,934,Left Primary somatosensory area layer 6a,LSSp6a,,1,3,8690,20322,8,1,39,/997/8/567/688/695/315/453/322/686/,188064,,,f,40,3151865880,734881840,Primary somatosensory area layer 6a
20687,651,Left Retrosplenial area ventral part layer 5,LRSPv5,,1,3,8690,20886,8,1,297,/997/8/567/688/695/315/254/886/687/,1AA698,,,f,298,1239413140,734881840,Retrosplenial area ventral part layer 5
20688,85,Left Cerebral cortex,LCTX,,1,3,8690,20567,3,1,3,/997/8/567/688/,B0FFB8,,,f,4,3591311804,734881840,Cerebral cortex
20689,793,Left Ventrolateral preoptic nucleus,LVLPO,,1,3,8690,20141,6,1,694,/997/8/343/1129/1097/141/689/,FF5547,,,f,695,2706711435,734881840,Ventrolateral preoptic nucleus
20690,510,Left mammilothalmic tract,Lmtt,,1,3,8690,20046,5,1,1186,/997/1009/991/824/46/690/,CCCCCC,,,f,1187,709688830,734881840,mammilothalmic tract
